project,sbs,batch4,batchbisect,batchsize,batchstop4,batchsize
loomio.csv,6.82926829268293,62.4390243902439,68.2926829268293,4,62.4390243902439,4
rubinius.csv,12.2727272727273,75.9090909090909,81.8181818181818,2,75.9090909090909,4
fog.csv,2.84900284900285,71.5099715099715,76.3532763532764,4,71.5099715099715,4
vagrant.csv,0.0,37.6760563380282,30.9859154929577,16,30.6338028169014,16
open-build-service.csv,2.14592274678112,62.0171673819743,64.1630901287554,4,62.0171673819743,4
heroku.csv,0.0,9223372036854775807,9223372036854775807,0,9223372036854775807,0
geoserver.csv,6.547619047619049,94.0476190476191,97.6190476190476,2,94.0476190476191,4
sufia.csv,0.0,47.3684210526316,47.3684210526316,4,47.3684210526316,4
rails.csv,1.9634394041977,60.7989167230873,63.3716993906567,4,60.7989167230873,4
gradle.csv,1.07719928186715,39.4973070017953,33.572710951526,16,33.572710951526,16
concerto.csv,0.344827586206897,45.8620689655172,42.4137931034483,8,42.4137931034483,8
jruby.csv,6.2953995157385,82.3244552058111,84.9878934624697,2,82.3244552058111,4
metasploit-framework.csv,0.518806744487678,36.9649805447471,28.1452658884566,16,27.8858625162127,16
orbeon-forms.csv,2.14592274678112,59.656652360515,59.656652360515,4,59.656652360515,4
graylog2-server.csv,0.498753117206983,32.1695760598504,20.4488778054863,16,20.4488778054863,16
sonarqube.csv,0.666666666666667,54.3333333333333,54.0,8,54.0,8
puppet.csv,0.0,31.8840579710145,21.7391304347826,16,18.8405797101449,16
cloudify.csv,0.409836065573771,38.9344262295082,31.3524590163934,16,30.9426229508197,16
opal.csv,1.78571428571429,39.2857142857143,34.8214285714286,8,33.9285714285714,8
cloud_controller_ng.csv,4.34782608695652,75.8893280632411,76.2845849802372,2,75.8893280632411,4
loomio.csv,6.82926829268293,62.4390243902439,68.2926829268293,4,62.4390243902439,4
rubinius.csv,12.2727272727273,75.9090909090909,81.8181818181818,2,75.9090909090909,4
fog.csv,2.84900284900285,71.5099715099715,76.3532763532764,4,71.5099715099715,4
vagrant.csv,0.0,37.6760563380282,30.9859154929577,16,30.6338028169014,16
open-build-service.csv,2.14592274678112,62.0171673819743,64.1630901287554,4,62.0171673819743,4
heroku.csv,0.0,9223372036854775807,9223372036854775807,0,9223372036854775807,0
geoserver.csv,6.547619047619049,94.0476190476191,97.6190476190476,2,94.0476190476191,4
sufia.csv,0.0,47.3684210526316,47.3684210526316,4,47.3684210526316,4
rails.csv,1.9634394041977,60.7989167230873,63.3716993906567,4,60.7989167230873,4
gradle.csv,1.07719928186715,39.4973070017953,33.572710951526,16,33.572710951526,16
concerto.csv,0.344827586206897,45.8620689655172,42.4137931034483,8,42.4137931034483,8
jruby.csv,6.2953995157385,82.3244552058111,84.9878934624697,2,82.3244552058111,4
metasploit-framework.csv,0.518806744487678,36.9649805447471,28.1452658884566,16,27.8858625162127,16
orbeon-forms.csv,2.14592274678112,59.656652360515,59.656652360515,4,59.656652360515,4
graylog2-server.csv,0.498753117206983,32.1695760598504,20.4488778054863,16,20.4488778054863,16
sonarqube.csv,0.666666666666667,54.3333333333333,54.0,8,54.0,8
puppet.csv,0.0,31.8840579710145,21.7391304347826,16,18.8405797101449,16
cloudify.csv,0.409836065573771,38.9344262295082,31.3524590163934,16,30.9426229508197,16
opal.csv,1.78571428571429,39.2857142857143,34.8214285714286,8,33.9285714285714,8
cloud_controller_ng.csv,4.34782608695652,75.8893280632411,76.2845849802372,2,75.8893280632411,4
loomio.csv,6.82926829268293,62.4390243902439,68.2926829268293,4,62.4390243902439,4
rubinius.csv,12.2727272727273,75.9090909090909,81.8181818181818,2,75.9090909090909,4
fog.csv,2.84900284900285,71.5099715099715,76.3532763532764,4,71.5099715099715,4
vagrant.csv,0.0,37.6760563380282,30.9859154929577,16,30.6338028169014,16
open-build-service.csv,2.14592274678112,62.0171673819743,64.1630901287554,4,62.0171673819743,4
heroku.csv,0.0,9223372036854775807,9223372036854775807,0,9223372036854775807,0
geoserver.csv,6.547619047619049,94.0476190476191,97.6190476190476,2,94.0476190476191,4
sufia.csv,0.0,47.3684210526316,47.3684210526316,4,47.3684210526316,4
rails.csv,1.9634394041977,60.7989167230873,63.3716993906567,4,60.7989167230873,4
gradle.csv,1.07719928186715,39.4973070017953,33.572710951526,16,33.572710951526,16
concerto.csv,0.344827586206897,45.8620689655172,42.4137931034483,8,42.4137931034483,8
jruby.csv,6.2953995157385,82.3244552058111,84.9878934624697,2,82.3244552058111,4
metasploit-framework.csv,0.518806744487678,36.9649805447471,28.1452658884566,16,27.8858625162127,16
orbeon-forms.csv,2.14592274678112,59.656652360515,59.656652360515,4,59.656652360515,4
graylog2-server.csv,0.498753117206983,32.1695760598504,20.4488778054863,16,20.4488778054863,16
sonarqube.csv,0.666666666666667,54.3333333333333,54.0,8,54.0,8
puppet.csv,0.0,31.8840579710145,21.7391304347826,16,18.8405797101449,16
cloudify.csv,0.409836065573771,38.9344262295082,31.3524590163934,16,30.9426229508197,16
opal.csv,1.78571428571429,39.2857142857143,34.8214285714286,8,33.9285714285714,8
cloud_controller_ng.csv,4.34782608695652,75.8893280632411,76.2845849802372,2,75.8893280632411,4
loomio.csv,6.82926829268293,62.4390243902439,68.2926829268293,4,62.4390243902439,4
rubinius.csv,12.2727272727273,75.9090909090909,81.8181818181818,2,75.9090909090909,4
fog.csv,2.84900284900285,71.5099715099715,76.3532763532764,4,71.5099715099715,4
vagrant.csv,0.0,37.6760563380282,30.9859154929577,16,30.6338028169014,16
open-build-service.csv,2.14592274678112,62.0171673819743,64.1630901287554,4,62.0171673819743,4
heroku.csv,0.0,9223372036854775807,9223372036854775807,0,9223372036854775807,0
geoserver.csv,6.547619047619049,94.0476190476191,97.6190476190476,2,94.0476190476191,4
sufia.csv,0.0,47.3684210526316,47.3684210526316,4,47.3684210526316,4
rails.csv,1.9634394041977,60.7989167230873,63.3716993906567,4,60.7989167230873,4
gradle.csv,1.07719928186715,39.4973070017953,33.572710951526,16,33.572710951526,16
concerto.csv,0.344827586206897,45.8620689655172,42.4137931034483,8,42.4137931034483,8
jruby.csv,6.2953995157385,82.3244552058111,84.9878934624697,2,82.3244552058111,4
metasploit-framework.csv,0.518806744487678,36.9649805447471,28.1452658884566,16,27.8858625162127,16
orbeon-forms.csv,2.14592274678112,59.656652360515,59.656652360515,4,59.656652360515,4
graylog2-server.csv,0.498753117206983,32.1695760598504,20.4488778054863,16,20.4488778054863,16
sonarqube.csv,0.666666666666667,54.3333333333333,54.0,8,54.0,8
puppet.csv,0.0,31.8840579710145,21.7391304347826,16,18.8405797101449,16
cloudify.csv,0.409836065573771,38.9344262295082,31.3524590163934,16,30.9426229508197,16
opal.csv,1.78571428571429,39.2857142857143,34.8214285714286,8,33.9285714285714,8
cloud_controller_ng.csv,4.34782608695652,75.8893280632411,76.2845849802372,2,75.8893280632411,4
loomio.csv,6.82926829268293,62.4390243902439,68.2926829268293,4,62.4390243902439,4
rubinius.csv,12.2727272727273,75.9090909090909,81.8181818181818,2,75.9090909090909,4
fog.csv,2.84900284900285,71.5099715099715,76.3532763532764,4,71.5099715099715,4
vagrant.csv,0.0,37.6760563380282,30.9859154929577,16,30.6338028169014,16
open-build-service.csv,2.14592274678112,62.0171673819743,64.1630901287554,4,62.0171673819743,4
heroku.csv,0.0,9223372036854775807,9223372036854775807,0,9223372036854775807,0
