project,algorithm,batch_size,confidence,project_reqd_builds,project_missed_builds,project_build_duration,project_saved_builds,project_delays,testall_size,batch_delays
rails,BATCHBISECT,1,2,52.40352064996615,6.838185511171293,9090954,47.59647935003385,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1477,0.0
rails,BATCHBISECT,1,3,36.76371022342586,6.6350710900473935,6314992,63.23628977657414,"[3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3]",1477,0.0
rails,BATCHBISECT,1,4,27.826675693974273,8.124576844955993,4845255,72.17332430602573,"[4, 3, 3, 3, 3, 4, 2, 2, 2, 4, 3, 3, 3, 3, 4, 2, 2, 4, 2, 2, 4, 3, 3, 2, 4, 2, 3, 4, 3, 2, 4, 2, 3, 4, 4, 4, 3, 4, 2, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 3, 2, 2, 2, 2, 4, 4, 2, 4, 2, 4, 4, 2, 4, 4, 2, 3, 2, 2, 2, 4, 2, 2, 4, 4, 2, 3, 2, 4, 2, 4, 2, 4, 2, 2, 2, 2, 2, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2, 4, 2, 4, 3, 2, 2, 4, 2, 4, 4, 3, 3, 2, 4, 3, 3, 2, 4, 2, 4, 2, 4, 2]",1477,0.0
rails,BATCHBISECT,1,5,23.358158429248476,7.515233581584292,3948572,76.64184157075152,"[2, 5, 5, 4, 4, 5, 3, 3, 4, 5, 3, 5, 3, 2, 4, 2, 3, 5, 4, 3, 5, 2, 3, 2, 2, 5, 2, 5, 2, 4, 3, 3, 4, 4, 5, 4, 4, 5, 3, 5, 3, 2, 4, 4, 2, 2, 2, 2, 4, 3, 3, 3, 4, 5, 3, 4, 5, 5, 5, 5, 4, 2, 3, 3, 4, 3, 4, 3, 2, 4, 4, 2, 2, 2, 5, 3, 5, 5, 2, 2, 4, 4, 3, 5, 5, 2, 4, 2, 3, 4, 3, 5, 5, 3, 3, 5, 2, 4, 4, 5, 2, 3, 3, 5, 5, 4, 3, 3, 2, 4, 2]",1477,0.0
rails,BATCHBISECT,1,6,19.36357481381178,8.86932972241029,3347533,80.63642518618822,"[3, 6, 2, 2, 5, 2, 4, 2, 6, 3, 3, 3, 6, 3, 6, 2, 6, 6, 6, 2, 4, 3, 5, 3, 4, 6, 2, 5, 5, 6, 4, 2, 5, 2, 6, 5, 4, 4, 6, 3, 4, 2, 5, 3, 5, 6, 4, 6, 6, 6, 3, 4, 2, 6, 5, 4, 6, 2, 4, 2, 3, 5, 3, 5, 3, 5, 5, 4, 6, 3, 6, 5, 3, 3, 5, 2, 3, 4, 4, 4, 4, 3, 5, 6, 2, 5, 2, 4, 4, 6, 2, 2, 6, 2, 4, 5, 2, 6, 3, 6, 4, 4, 4, 4, 5, 5, 2, 6, 4, 2, 4, 6, 6, 4, 6, 2, 4, 6, 4, 5, 2, 4, 3, 3, 5, 3, 3, 6, 2, 4, 2]",1477,0.0
rails,BATCHBISECT,1,7,17.197020988490184,8.530805687203792,2958581,82.80297901150982,"[4, 7, 4, 4, 2, 6, 4, 4, 5, 5, 5, 7, 7, 2, 2, 7, 3, 7, 3, 5, 4, 3, 5, 5, 2, 3, 5, 2, 7, 2, 6, 2, 7, 2, 3, 6, 2, 5, 4, 4, 7, 5, 2, 6, 7, 6, 5, 5, 2, 2, 6, 5, 4, 6, 7, 4, 5, 4, 5, 2, 5, 3, 7, 3, 5, 6, 2, 6, 3, 7, 6, 3, 4, 5, 3, 3, 4, 5, 7, 2, 5, 7, 2, 6, 3, 4, 6, 3, 5, 3, 7, 5, 2, 2, 7, 6, 7, 6, 6, 3, 3, 4, 3, 5, 7, 5, 5, 7, 3, 5, 7, 3, 5, 6, 4, 3, 6, 3, 2, 5, 7, 6, 2, 5, 3, 7]",1477,0.0
rails,BATCHBISECT,1,8,15.098171970209885,8.93703452945159,2635510,84.90182802979011,"[5, 8, 6, 4, 3, 7, 7, 5, 2, 6, 6, 3, 8, 7, 5, 7, 3, 5, 2, 8, 4, 6, 6, 4, 6, 7, 5, 5, 7, 3, 5, 2, 7, 5, 7, 2, 4, 7, 3, 6, 4, 4, 8, 7, 4, 3, 6, 5, 7, 6, 6, 2, 8, 6, 8, 3, 5, 7, 2, 2, 6, 6, 6, 3, 5, 8, 5, 7, 4, 8, 5, 4, 4, 3, 7, 2, 6, 3, 4, 6, 2, 4, 3, 5, 8, 3, 6, 4, 6, 8, 2, 4, 6, 2, 6, 2, 2, 3, 3, 2, 2, 4, 8, 7, 3, 4, 6, 4, 3, 5, 7, 2, 4, 6, 4, 6, 8, 4, 6, 7, 6, 3, 6, 3, 3, 2, 2, 8, 8, 5, 8, 2]",1477,0.0
rails,BATCHBISECT,1,9,13.879485443466486,8.93703452945159,2454895,86.12051455653351,"[6, 9, 2, 8, 4, 8, 4, 3, 7, 3, 8, 6, 3, 2, 4, 3, 5, 3, 9, 6, 8, 7, 5, 7, 9, 8, 7, 9, 6, 8, 2, 2, 8, 6, 3, 5, 8, 5, 8, 4, 4, 9, 9, 7, 2, 8, 3, 5, 6, 7, 6, 6, 9, 6, 5, 5, 9, 5, 3, 7, 7, 7, 2, 2, 6, 8, 3, 5, 9, 8, 7, 8, 4, 3, 3, 8, 3, 7, 4, 7, 4, 7, 2, 6, 9, 2, 5, 4, 4, 7, 9, 3, 5, 8, 5, 6, 2, 3, 6, 2, 4, 3, 4, 7, 8, 5, 5, 9, 4, 3, 5, 7, 6, 3, 4, 6, 8, 4, 6, 8, 8, 3, 3, 4, 2, 4, 5, 5, 2, 2, 6, 9]",1477,0.0
rails,BATCHBISECT,1,10,12.457684495599187,9.072444143534192,2148063,87.54231550440082,"[7, 10, 4, 10, 5, 9, 3, 5, 4, 8, 3, 5, 10, 8, 6, 6, 8, 3, 4, 10, 2, 8, 10, 6, 8, 2, 2, 10, 2, 10, 3, 9, 8, 4, 4, 6, 9, 7, 10, 4, 4, 10, 5, 8, 3, 7, 9, 4, 2, 2, 7, 2, 4, 8, 3, 4, 8, 7, 8, 4, 4, 6, 10, 4, 8, 10, 3, 7, 4, 7, 2, 3, 3, 2, 6, 3, 3, 4, 8, 6, 10, 2, 5, 7, 2, 7, 7, 5, 6, 8, 4, 6, 10, 4, 8, 9, 2, 4, 9, 3, 5, 5, 6, 10, 2, 9, 6, 6, 2, 4, 3, 5, 7, 10, 6, 8, 2, 4, 3, 5, 10, 9, 10, 2, 3, 3, 5, 4, 6, 8, 10, 3, 7, 2]",1477,0.0
rails,BATCHBISECT,1,11,12.186865267433987,8.530805687203792,2305682,87.81313473256601,"[8, 11, 4, 6, 10, 5, 5, 5, 9, 6, 8, 3, 5, 3, 5, 5, 11, 5, 11, 2, 7, 9, 3, 2, 3, 11, 2, 4, 10, 10, 7, 5, 7, 10, 10, 4, 4, 2, 11, 2, 7, 10, 4, 6, 3, 11, 8, 4, 5, 3, 10, 2, 6, 8, 5, 9, 9, 3, 6, 3, 7, 9, 2, 9, 3, 9, 11, 3, 9, 5, 6, 10, 3, 7, 4, 9, 2, 8, 8, 11, 9, 10, 9, 2, 4, 8, 5, 7, 4, 9, 2, 5, 4, 6, 7, 2, 8, 3, 10, 6, 7, 4, 4, 3, 5, 7, 3, 2, 11, 6, 8, 10, 4, 10, 3, 3, 3, 6, 6, 8, 11, 4, 4, 9, 9, 11]",1477,0.0
