index,duration,total_builds
4,651873,2
8,0,0
12,977929,3
16,1303849,4
20,978035,3
24,651984,2
28,652097,2
32,0,0
36,0,0
40,0,0
44,652968,2
48,981087,3
52,326002,1
56,0,0
60,0,0
64,0,0
68,654319,2
72,0,0
76,327163,1
80,327315,1
84,654734,2
88,0,0
92,0,0
96,654133,2
100,0,0
104,0,0
108,0,0
112,654854,2
116,327378,1
120,654917,2
124,327489,1
128,0,0
132,0,0
136,328283,1
140,985165,3
144,0,0
148,0,0
152,657180,2
156,328885,1
160,328885,1
164,0,0
168,0,0
172,0,0
176,0,0
180,0,0
184,0,0
188,661520,2
192,661518,2
196,0,0
200,0,0
204,0,0
208,0,0
212,947558,3
216,631750,2
220,631606,2
224,631618,2
228,315867,1
232,1267191,4
236,316788,1
240,632877,2
244,633989,2
248,0,0
252,0,0
256,308647,1
260,307597,1
264,605492,2
268,576859,2
272,0,0
276,576948,2
280,608046,2
284,0,0
288,291002,1
292,291002,1
296,0,0
300,0,0
304,0,0
308,0,0
312,0,0
316,582917,2
320,0,0
324,0,0
328,291458,1
332,291456,1
336,0,0
340,583200,2
344,583450,2
348,583720,2
352,875580,3
356,0,0
360,0,0
364,0,0
368,583938,2
372,0,0
376,0,0
380,0,0
384,0,0
388,0,0
392,0,0
396,0,0
400,583898,2
404,876448,3
408,292238,1
412,876771,3
416,584515,2
420,0,0
424,584914,2
428,585078,2
432,585400,2
436,585204,2
440,585494,2
444,1171088,4
448,878558,3
452,1171418,4
456,1171380,4
460,1171691,4
464,878901,3
468,1174258,4
472,1174352,4
476,1174450,4
480,1174493,4
484,881184,3
488,882870,3
492,590609,2
496,591689,2
500,294752,1
504,591781,2
508,0,0
512,0,0
516,1183624,4
520,591946,2
524,0,0
528,592526,2
532,0,0
536,890344,3
540,890978,3
544,607996,2
548,608018,2
552,608344,2
556,1216818,4
560,1217026,4
564,912808,3
568,1217098,4
572,1217130,4
576,1217090,4
580,1218986,4
584,1221373,4
588,1241189,4
592,1235383,4
596,1229139,4
600,1241024,4
604,1241133,4
608,1241856,4
612,1243832,4
616,1243427,4
620,1243617,4
624,1246026,4
628,1248074,4
632,1248095,4
636,1244198,4
640,1242935,4
644,1243184,4
648,310821,1
652,621642,2
